"Batch.Order.ID","Market.Name","Stock.Name","Order.Type","Price","Quantity","Created.At","Quantity.Filled","GJP.User.ID"
864,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",18,30,"8/20/14 7:36",0,21585
873,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",25,10,"8/20/14 8:13",10,21413
875,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","buy",45,100,"8/20/14 8:16",100,21413
877,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",50,15,"8/20/14 8:23",0,9172
882,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",60,50,"8/20/14 8:33",0,21313
891,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",10,5,"8/20/14 8:51",5,21517
894,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",10,20,"8/20/14 8:54",0,21517
895,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",10,5,"8/20/14 8:54",5,21517
896,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",40,300,"8/20/14 8:55",0,21495
900,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",80,10,"8/20/14 8:58",0,21517
901,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Abdullah Abdullah","sell",10,5,"8/20/14 8:58",5,21517
904,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",45,5,"8/20/14 9:00",0,21517
905,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a sentence less than life","buy",25,5,"8/20/14 9:00",0,21517
906,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","sell",20,5,"8/20/14 9:01",5,21517
908,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",65,50,"8/20/14 9:10",0,8527
938,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",25,50,"8/20/14 9:30",0,21313
957,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",70,20,"8/20/14 9:48",0,21487
960,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","buy",8,20,"8/20/14 9:54",0,21313
962,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",70,10,"8/20/14 9:56",0,21351
965,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",5,20,"8/20/14 9:59",0,21351
968,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",75,50,"8/20/14 10:02",0,21351
970,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",50,50,"8/20/14 10:02",50,21312
972,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",90,30,"8/20/14 10:02",30,21351
981,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",40,10,"8/20/14 10:07",0,21351
988,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",50,20,"8/20/14 10:12",20,14335
1000,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",35,5,"8/20/14 10:24",0,21517
1002,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",10,5,"8/20/14 10:27",5,21517
1008,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",20,40,"8/20/14 11:16",0,8157
1010,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",40,100,"8/20/14 11:17",0,8157
1012,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",30,50,"8/20/14 11:17",50,8527
1014,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",50,100,"8/20/14 11:20",0,8157
1018,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",80,9,"8/20/14 11:24",9,21592
1022,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",80,10,"8/20/14 11:26",10,21592
1027,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",65,10,"8/20/14 11:29",10,21592
1028,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",65,90,"8/20/14 11:31",90,21592
1029,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",80,82,"8/20/14 11:31",82,21592
1031,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",80,20,"8/20/14 12:02",20,21361
1038,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",10,5,"8/20/14 12:04",5,21517
1039,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",25,100,"8/20/14 12:04",0,21324
1040,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",80,90,"8/20/14 12:04",90,21592
1046,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",50,20,"8/20/14 12:05",0,21361
1053,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",5,10,"8/20/14 12:06",0,21361
1061,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",50,167,"8/20/14 12:08",167,21412
1063,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",70,25,"8/20/14 12:08",0,21324
1069,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",36,50,"8/20/14 12:08",0,21387
1071,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",10,5,"8/20/14 12:09",0,21517
1074,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",80,50,"8/20/14 12:09",0,21387
1076,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",40,300,"8/20/14 12:09",0,21412
1081,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",70,100,"8/20/14 12:10",100,21313
1083,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",30,25,"8/20/14 12:10",0,21324
1089,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",75,10,"8/20/14 12:11",10,21517
1090,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",30,100,"8/20/14 12:11",0,21324
1091,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",50,10,"8/20/14 12:11",0,21517
1094,"1399 - Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?","If Parti Quebecois does not hold a majority of seats in the Quebec provincial legislature beforehand","sell",15,20,"8/20/14 12:11",0,14115
1098,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",60,200,"8/20/14 12:12",0,21412
1100,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",55,100,"8/20/14 12:12",100,21542
1106,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",35,30,"8/20/14 12:13",30,14115
1108,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",75,100,"8/20/14 12:14",100,21542
1109,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",20,50,"8/20/14 12:14",0,21324
1111,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",80,30,"8/20/14 12:14",0,14115
1117,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",75,100,"8/20/14 12:15",100,21592
1120,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",25,100,"8/20/14 12:15",0,21592
1121,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",20,100,"8/20/14 12:15",0,21324
1123,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",50,20,"8/20/14 12:15",0,14115
1128,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a sentence less than life","sell",15,40,"8/20/14 12:16",40,14115
1133,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",35,15,"8/20/14 12:16",0,9131
1134,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",55,100,"8/20/14 12:16",100,21592
1135,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",40,300,"8/20/14 12:17",0,21412
1137,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",55,35,"8/20/14 12:17",35,9131
1139,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",60,100,"8/20/14 12:17",100,21592
1142,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",50,10,"8/20/14 12:18",0,21517
1146,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",50,33,"8/20/14 12:19",33,21412
1148,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",40,100,"8/20/14 12:19",0,21324
1150,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",90,10,"8/20/14 12:19",10,21517
1153,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",75,10,"8/20/14 12:19",0,21406
1159,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",95,100,"8/20/14 12:19",0,21592
1160,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",75,10,"8/20/14 12:20",10,21406
1161,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",70,50,"8/20/14 12:20",0,21324
1165,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",95,100,"8/20/14 12:20",0,21592
1171,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",75,100,"8/20/14 12:20",0,21592
1172,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",30,10,"8/20/14 12:20",0,21406
1178,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",80,100,"8/20/14 12:21",0,21592
1188,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","sell",90,100,"8/20/14 12:22",0,21592
1192,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","sell",50,100,"8/20/14 12:22",100,21592
1209,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",65,50,"8/20/14 12:24",50,21512
1210,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",30,50,"8/20/14 12:24",0,21324
1215,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",50,100,"8/20/14 12:25",0,13922
1220,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",50,10,"8/20/14 12:25",10,21406
1223,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",24,50,"8/20/14 12:25",0,21324
1227,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",24,50,"8/20/14 12:25",0,21324
1235,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","sell",50,10,"8/20/14 12:26",10,21406
1237,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",70,100,"8/20/14 12:26",100,21413
1241,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",30,10,"8/20/14 12:26",0,21406
1247,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",55,30,"8/20/14 12:27",30,14115
1248,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",20,20,"8/20/14 12:27",0,21406
1250,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",50,100,"8/20/14 12:27",100,13922
1253,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",60,20,"8/20/14 12:27",20,14115
1257,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","buy",20,20,"8/20/14 12:27",20,21406
1259,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",10,10,"8/20/14 12:27",0,8412
1262,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",40,10,"8/20/14 12:28",0,21406
1271,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",50,100,"8/20/14 12:28",0,13922
1279,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",50,100,"8/20/14 12:30",0,13922
1307,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",60,50,"8/20/14 12:33",50,4331
1321,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",60,25,"8/20/14 12:34",25,4331
1332,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",35,10,"8/20/14 12:35",10,4331
1335,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",10,10,"8/20/14 12:35",0,8412
1340,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",70,20,"8/20/14 12:36",20,9060
1358,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",80,23,"8/20/14 12:37",23,21331
1362,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",75,10,"8/20/14 12:37",10,13765
1367,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",40,20,"8/20/14 12:38",0,21331
1388,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",25,10,"8/20/14 12:39",0,13765
1401,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",35,15,"8/20/14 12:40",0,21331
1407,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",25,10,"8/20/14 12:40",0,13765
1410,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",20,30,"8/20/14 12:41",0,21331
1413,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",10,40,"8/20/14 12:41",0,21585
1415,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",5,10,"8/20/14 12:41",0,21585
1419,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","sell",20,10,"8/20/14 12:42",10,21331
1429,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a sentence less than life","sell",40,10,"8/20/14 12:43",0,21331
1431,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",10,10,"8/20/14 12:43",10,4528
1435,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","buy",12,50,"8/20/14 12:44",50,21387
1436,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",5,20,"8/20/14 12:44",0,21585
1439,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","sell",30,10,"8/20/14 12:44",0,21331
1440,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",68,50,"8/20/14 12:44",0,21387
1441,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","sell",10,10,"8/20/14 12:44",10,21522
1443,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","Some other outcome","sell",10,20,"8/20/14 12:44",0,21331
1445,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",20,20,"8/20/14 12:44",0,21585
1453,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",55,50,"8/20/14 12:45",50,21512
1455,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",5,40,"8/20/14 12:45",0,21585
1456,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",10,20,"8/20/14 12:45",0,21522
1460,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",65,15,"8/20/14 12:46",0,21331
1466,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","buy",5,100,"8/20/14 12:46",0,21585
1470,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",20,10,"8/20/14 12:47",0,21522
1476,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",20,20,"8/20/14 12:48",0,21585
1486,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","buy",10,30,"8/20/14 12:49",0,21585
1490,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",50,50,"8/20/14 12:49",0,21532
1512,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",42,100,"8/20/14 12:52",0,21341
1523,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",10,1000,"8/20/14 12:53",0,21341
1534,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",55,20,"8/20/14 12:54",0,13279
1535,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",80,152,"8/20/14 12:54",152,21341
1538,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",30,50,"8/20/14 12:54",0,21490
1550,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",80,30,"8/20/14 12:55",30,13279
1551,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","buy",95,350,"8/20/14 12:55",350,21341
1563,"1410 - Will an independence referendum *pass in Scotland?","Yes","buy",10,100,"8/20/14 12:56",0,21490
1565,"1413 - Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?","Yes","sell",25,100,"8/20/14 12:56",100,21341
1570,"1412 - Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?","Yes","sell",75,800,"8/20/14 12:57",0,21341
1578,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea agrees to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","buy",70,73,"8/20/14 12:58",73,21341
1581,"1411 - Will North Korea test a *long-range missile **before 1 June 2015?","If South Korea does not agree to deploy the U.S. military's Terminal High-Altitude Area Defense (THAAD) missile defense system","sell",60,100,"8/20/14 12:58",100,21341
1586,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","buy",70,100,"8/20/14 12:58",100,21341
1588,"1383 - Who will win the April 2014 presidential elections in Afghanistan?","Ashraf Ghani","buy",65,50,"8/20/14 12:58",0,21554
1590,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a life sentence","buy",30,20,"8/20/14 12:59",0,13279
1593,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",25,80,"8/20/14 12:59",0,21341
1595,"1394 - Before 31 December 2014, will China *seize control of Second Thomas Shoal?","Yes","sell",60,20,"8/20/14 12:59",0,13279
1604,"1244 - Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?","Yes","sell",30,20,"8/20/14 13:00",0,13279
1624,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",35,50,"8/20/14 13:02",50,21554
1632,"1414 - On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?","Yes","sell",70,10,"8/20/14 13:03",0,9041
1635,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",10,100,"8/20/14 13:03",0,10163
1640,"1360 - What will be the outcome of Mohammed Morsi's trial on the charge of espionage?","A guilty verdict and a death sentence","buy",50,50,"8/20/14 13:05",0,10163
1645,"1410 - Will an independence referendum *pass in Scotland?","Yes","sell",50,50,"8/20/14 13:05",0,10163
1647,"1409 - Will a runoff be required in Brazil's 2014 presidential election?","Yes","buy",75,100,"8/20/14 13:05",0,21313
1657,"1415 - Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?","Yes","buy",80,91,"8/20/14 13:06",91,21313
